"tfullmessage";"transactionnum";"tmessage";"action";"logdate";"num";"usernum";"username";"itemnum";"docrevnum";"registernum";"actionnum";"subactionnum";"severityflag";"tracelvl";"extrainfo1";"extrainfo2"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81501";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:04:08";"269385";"147";"DIP_SERVICE";"269385";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81502";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:04:15";"269384";"147";"DIP_SERVICE";"269384";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81503";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:04:25";"269382";"147";"DIP_SERVICE";"269382";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81504";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:04:34";"269380";"147";"DIP_SERVICE";"269380";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81505";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:04:42";"269379";"147";"DIP_SERVICE";"269379";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81506";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:04:50";"269376";"147";"DIP_SERVICE";"269376";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81507";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:04:58";"269375";"147";"DIP_SERVICE";"269375";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81508";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:05:06";"269369";"147";"DIP_SERVICE";"269369";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81509";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:05:15";"269367";"147";"DIP_SERVICE";"269367";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81510";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:05:23";"269365";"147";"DIP_SERVICE";"269365";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81511";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:05:32";"269359";"147";"DIP_SERVICE";"269359";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81512";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:05:40";"269357";"147";"DIP_SERVICE";"269357";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81513";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:05:48";"269346";"147";"DIP_SERVICE";"269346";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81514";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:05:56";"269345";"147";"DIP_SERVICE";"269345";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81515";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:06:05";"269344";"147";"DIP_SERVICE";"269344";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81516";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:06:13";"269340";"147";"DIP_SERVICE";"269340";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81517";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:06:21";"269333";"147";"DIP_SERVICE";"269333";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81518";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:06:30";"269327";"147";"DIP_SERVICE";"269327";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81519";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:06:46";"269321";"147";"DIP_SERVICE";"269321";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81520";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:07:03";"269312";"147";"DIP_SERVICE";"269312";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81521";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:07:18";"269310";"147";"DIP_SERVICE";"269310";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81522";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:07:30";"269305";"147";"DIP_SERVICE";"269305";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81523";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:07:31";"269304";"147";"DIP_SERVICE";"269304";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81524";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:07:31";"269303";"147";"DIP_SERVICE";"269303";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81525";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:07:32";"269289";"147";"DIP_SERVICE";"269289";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81526";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:07:33";"269277";"147";"DIP_SERVICE";"269277";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81527";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:07:33";"269275";"147";"DIP_SERVICE";"269275";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81528";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:07:34";"269266";"147";"DIP_SERVICE";"269266";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81529";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:07:34";"269262";"147";"DIP_SERVICE";"269262";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024 - Purged by Doc Retention";"81530";"Document Retention Purge Process- TST - LC3 1 month retention - 12.02.2024";"67108870";"12.03.2024 00:07:35";"269259";"147";"DIP_SERVICE";"269259";"0";"101";"6";"46";"0";"0";"135";"523"
"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024 - Purged by Doc Retention";"81531";"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024";"67108870";"12.03.2024 00:07:36";"275949";"147";"DIP_SERVICE";"275949";"0";"101";"6";"46";"0";"0";"133";"523"
"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024 - Purged by Doc Retention";"81532";"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024";"67108870";"12.03.2024 00:07:36";"275961";"147";"DIP_SERVICE";"275961";"0";"101";"6";"46";"0";"0";"133";"523"
"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024 - Purged by Doc Retention";"81533";"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024";"67108870";"12.03.2024 00:07:37";"275962";"147";"DIP_SERVICE";"275962";"0";"101";"6";"46";"0";"0";"133";"523"
"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024 - Purged by Doc Retention";"81534";"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024";"67108870";"12.03.2024 00:07:38";"275972";"147";"DIP_SERVICE";"275972";"0";"101";"6";"46";"0";"0";"133";"523"
"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024 - Purged by Doc Retention";"81535";"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024";"67108870";"12.03.2024 00:07:39";"275981";"147";"DIP_SERVICE";"275981";"0";"101";"6";"46";"0";"0";"133";"523"
"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024 - Purged by Doc Retention";"81536";"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024";"67108870";"12.03.2024 00:07:40";"275992";"147";"DIP_SERVICE";"275992";"0";"101";"6";"46";"0";"0";"133";"523"
"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024 - Purged by Doc Retention";"81537";"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024";"67108870";"12.03.2024 00:07:41";"275999";"147";"DIP_SERVICE";"275999";"0";"101";"6";"46";"0";"0";"133";"523"
"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024 - Purged by Doc Retention";"81538";"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024";"67108870";"12.03.2024 00:07:42";"276000";"147";"DIP_SERVICE";"276000";"0";"101";"6";"46";"0";"0";"133";"523"
"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024 - Purged by Doc Retention";"81539";"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024";"67108870";"12.03.2024 00:07:42";"276003";"147";"DIP_SERVICE";"276003";"0";"101";"6";"46";"0";"0";"133";"523"
"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024 - Purged by Doc Retention";"81540";"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024";"67108870";"12.03.2024 00:07:43";"276009";"147";"DIP_SERVICE";"276009";"0";"101";"6";"46";"0";"0";"133";"523"
"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024 - Purged by Doc Retention";"81541";"Document Retention Purge Process- TST - LC2 1 week retention - 05.03.2024";"67108870";"12.03.2024 00:07:44";"276011";"147";"DIP_SERVICE";"276011";"0";"101";"6";"46";"0";"0";"133";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81542";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:44";"276594";"147";"DIP_SERVICE";"276594";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81543";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:45";"276602";"147";"DIP_SERVICE";"276602";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81544";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:46";"276603";"147";"DIP_SERVICE";"276603";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81545";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:47";"276606";"147";"DIP_SERVICE";"276606";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81546";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:47";"276608";"147";"DIP_SERVICE";"276608";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81547";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:48";"276610";"147";"DIP_SERVICE";"276610";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81548";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:49";"276612";"147";"DIP_SERVICE";"276612";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81549";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:49";"276616";"147";"DIP_SERVICE";"276616";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81550";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:50";"276619";"147";"DIP_SERVICE";"276619";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81551";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:50";"276621";"147";"DIP_SERVICE";"276621";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81552";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:51";"276632";"147";"DIP_SERVICE";"276632";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81553";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:51";"276633";"147";"DIP_SERVICE";"276633";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81554";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:52";"276638";"147";"DIP_SERVICE";"276638";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81555";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:53";"276646";"147";"DIP_SERVICE";"276646";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81556";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:53";"276647";"147";"DIP_SERVICE";"276647";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81557";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:54";"276649";"147";"DIP_SERVICE";"276649";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81558";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:55";"276650";"147";"DIP_SERVICE";"276650";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81559";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:55";"276653";"147";"DIP_SERVICE";"276653";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81560";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:56";"276657";"147";"DIP_SERVICE";"276657";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81561";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:56";"276658";"147";"DIP_SERVICE";"276658";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81562";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:57";"276668";"147";"DIP_SERVICE";"276668";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81563";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:57";"276671";"147";"DIP_SERVICE";"276671";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81564";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:58";"276674";"147";"DIP_SERVICE";"276674";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81565";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:07:59";"276677";"147";"DIP_SERVICE";"276677";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81566";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:07:59";"276679";"147";"DIP_SERVICE";"276679";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81567";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:08:00";"276685";"147";"DIP_SERVICE";"276685";"0";"101";"6";"46";"0";"0";"131";"523"
"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024 - Purged by Doc Retention";"81568";"Document Retention Purge Process- TST - LC1 1 day retention - 11.03.2024";"67108870";"12.03.2024 00:08:01";"276687";"147";"DIP_SERVICE";"276687";"0";"101";"6";"46";"0";"0";"134";"523"
"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024 - Purged by Doc Retention";"81569";"Document Retention Purge Process- TST - LC0 0 retention - 11.03.2024";"67108870";"12.03.2024 00:08:01";"276690";"147";"DIP_SERVICE";"276690";"0";"101";"6";"46";"0";"0";"131";"523"
"Database records created for Itemnum 276705 - Database records created";"81585";"Database records created for Itemnum 276705";"0";"12.03.2024 08:01:05";"276705";"147";"DIP_SERVICE";"276705";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276705) moved to Diskgroup (102) - File moved to Diskgroup";"81586";"Document (276705) moved to Diskgroup (102)";"0";"12.03.2024 08:01:05";"276705";"147";"DIP_SERVICE";"276705";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276706 - Database records created";"81587";"Database records created for Itemnum 276706";"0";"12.03.2024 08:01:05";"276706";"147";"DIP_SERVICE";"276706";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276706) moved to Diskgroup (102) - File moved to Diskgroup";"81588";"Document (276706) moved to Diskgroup (102)";"0";"12.03.2024 08:01:05";"276706";"147";"DIP_SERVICE";"276706";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276707 - Database records created";"81589";"Database records created for Itemnum 276707";"0";"12.03.2024 08:01:05";"276707";"147";"DIP_SERVICE";"276707";"0";"101";"6";"53";"0";"0";"0";"0"
"(276697) 'SYS Transaction Logs - 12.03.2024PURGE LOG: TASK EXECUTION HISTORY'créés - Created Document";"81572";"(276697) 'SYS Transaction Logs - 12.03.2024PURGE LOG: TASK EXECUTION HISTORY'créés";"16";"12.03.2024 02:27:20";"276697";"101";"SERVICE";"276697";"0";"101";"1";"1";"0";"0";"0";"0"
"Document (276707) moved to Diskgroup (102) - File moved to Diskgroup";"81590";"Document (276707) moved to Diskgroup (102)";"0";"12.03.2024 08:01:05";"276707";"147";"DIP_SERVICE";"276707";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276708 - Database records created";"81591";"Database records created for Itemnum 276708";"0";"12.03.2024 08:01:06";"276708";"147";"DIP_SERVICE";"276708";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276708) moved to Diskgroup (102) - File moved to Diskgroup";"81592";"Document (276708) moved to Diskgroup (102)";"0";"12.03.2024 08:01:06";"276708";"147";"DIP_SERVICE";"276708";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276709 - Database records created";"81593";"Database records created for Itemnum 276709";"0";"12.03.2024 08:01:06";"276709";"147";"DIP_SERVICE";"276709";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276709) moved to Diskgroup (102) - File moved to Diskgroup";"81594";"Document (276709) moved to Diskgroup (102)";"0";"12.03.2024 08:01:06";"276709";"147";"DIP_SERVICE";"276709";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276710 - Database records created";"81595";"Database records created for Itemnum 276710";"0";"12.03.2024 08:01:06";"276710";"147";"DIP_SERVICE";"276710";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276710) moved to Diskgroup (102) - File moved to Diskgroup";"81596";"Document (276710) moved to Diskgroup (102)";"0";"12.03.2024 08:01:06";"276710";"147";"DIP_SERVICE";"276710";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276711 - Database records created";"81597";"Database records created for Itemnum 276711";"0";"12.03.2024 08:01:07";"276711";"147";"DIP_SERVICE";"276711";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276711) moved to Diskgroup (102) - File moved to Diskgroup";"81598";"Document (276711) moved to Diskgroup (102)";"0";"12.03.2024 08:01:07";"276711";"147";"DIP_SERVICE";"276711";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276712 - Database records created";"81599";"Database records created for Itemnum 276712";"0";"12.03.2024 08:01:07";"276712";"147";"DIP_SERVICE";"276712";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276712) moved to Diskgroup (102) - File moved to Diskgroup";"81600";"Document (276712) moved to Diskgroup (102)";"0";"12.03.2024 08:01:07";"276712";"147";"DIP_SERVICE";"276712";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276713 - Database records created";"81601";"Database records created for Itemnum 276713";"0";"12.03.2024 08:01:07";"276713";"147";"DIP_SERVICE";"276713";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276713) moved to Diskgroup (102) - File moved to Diskgroup";"81602";"Document (276713) moved to Diskgroup (102)";"0";"12.03.2024 08:01:07";"276713";"147";"DIP_SERVICE";"276713";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276714 - Database records created";"81603";"Database records created for Itemnum 276714";"0";"12.03.2024 08:01:07";"276714";"147";"DIP_SERVICE";"276714";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276714) moved to Diskgroup (102) - File moved to Diskgroup";"81604";"Document (276714) moved to Diskgroup (102)";"0";"12.03.2024 08:01:07";"276714";"147";"DIP_SERVICE";"276714";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276715 - Database records created";"81605";"Database records created for Itemnum 276715";"0";"12.03.2024 08:01:08";"276715";"147";"DIP_SERVICE";"276715";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276715) moved to Diskgroup (102) - File moved to Diskgroup";"81606";"Document (276715) moved to Diskgroup (102)";"0";"12.03.2024 08:01:08";"276715";"147";"DIP_SERVICE";"276715";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276716 - Database records created";"81607";"Database records created for Itemnum 276716";"0";"12.03.2024 08:01:08";"276716";"147";"DIP_SERVICE";"276716";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276716) moved to Diskgroup (102) - File moved to Diskgroup";"81608";"Document (276716) moved to Diskgroup (102)";"0";"12.03.2024 08:01:08";"276716";"147";"DIP_SERVICE";"276716";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276717 - Database records created";"81609";"Database records created for Itemnum 276717";"0";"12.03.2024 08:01:08";"276717";"147";"DIP_SERVICE";"276717";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276717) moved to Diskgroup (102) - File moved to Diskgroup";"81610";"Document (276717) moved to Diskgroup (102)";"0";"12.03.2024 08:01:08";"276717";"147";"DIP_SERVICE";"276717";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276718 - Database records created";"81611";"Database records created for Itemnum 276718";"0";"12.03.2024 08:01:08";"276718";"147";"DIP_SERVICE";"276718";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276718) moved to Diskgroup (102) - File moved to Diskgroup";"81612";"Document (276718) moved to Diskgroup (102)";"0";"12.03.2024 08:01:08";"276718";"147";"DIP_SERVICE";"276718";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276719 - Database records created";"81613";"Database records created for Itemnum 276719";"0";"12.03.2024 08:01:09";"276719";"147";"DIP_SERVICE";"276719";"0";"101";"6";"53";"0";"0";"0";"0"
"Document (276719) moved to Diskgroup (102) - File moved to Diskgroup";"81614";"Document (276719) moved to Diskgroup (102)";"0";"12.03.2024 08:01:09";"276719";"147";"DIP_SERVICE";"276719";"102";"101";"6";"54";"0";"0";"0";"0"
"Database records created for Itemnum 276720 - Database records created";"81615";"Database records created for Itemnum 276720";"0";"12.03.2024 08:01:09";"276720";"147";"DIP_SERVICE";"276720";"0";"101";"6";"53";"0";"0";"0";"0"
